,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
6808,Resort Hotel,1,169,2016,7,28,3,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40.0,,0,Contract,96.0,0,0,Canceled,2016-06-27,2016-07-03
95752,City Hotel,0,172,2016,8,35,21,2,1,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient-Party,107.1,0,1,Check-Out,2016-08-24,2016-08-21
377,Resort Hotel,0,72,2015,7,29,13,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,98.5,0,2,Check-Out,2015-07-19,2015-07-13
13024,Resort Hotel,1,18,2017,7,30,28,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,245.0,0,1,Canceled,2017-07-11,2017-07-28
45821,City Hotel,0,98,2015,11,48,23,1,2,1,0.0,0,BB,DNK,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26,2015-11-23
99987,City Hotel,0,5,2016,10,43,18,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,83.0,,0,Transient,112.0,0,0,Check-Out,2016-10-21,2016-10-18
5626,Resort Hotel,1,36,2016,5,19,6,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,0,Canceled,2016-04-12,2016-05-06
3039,Resort Hotel,1,41,2015,11,46,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,2015-11-12
68077,City Hotel,1,156,2017,5,19,12,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.8,0,0,Canceled,2016-12-07,2017-05-12
111211,City Hotel,0,184,2017,5,18,5,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,108.0,1,0,Check-Out,2017-05-08,2017-05-05
3780,Resort Hotel,1,20,2016,1,2,4,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,54.4,0,1,Canceled,2015-12-26,2016-01-04
41352,City Hotel,0,4,2015,8,33,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Contract,124.0,0,1,Check-Out,2015-08-16,2015-08-15
100735,City Hotel,0,8,2016,10,44,29,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,188.01,0,1,Check-Out,2016-11-01,2016-10-29
79171,City Hotel,0,29,2015,10,43,20,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-23,2015-10-20
61061,City Hotel,1,290,2016,12,49,1,1,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,86.7,0,0,Canceled,2016-10-27,2016-12-01
75754,City Hotel,1,312,2015,8,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,2015-08-25
1622,Resort Hotel,0,61,2015,9,37,6,2,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,128.0,0,0,Check-Out,2015-09-12,2015-09-06
16859,Resort Hotel,0,254,2015,9,37,12,2,2,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,C,0,No Deposit,15.0,,0,Transient-Party,36.0,0,0,Check-Out,2015-09-16,2015-09-12
79462,City Hotel,1,137,2016,1,5,27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0,Canceled,2015-10-27,2016-01-27
16773,Resort Hotel,1,221,2015,10,41,10,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,Canceled,2015-09-11,2015-10-10
12182,Resort Hotel,1,308,2017,6,24,16,3,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,1,Canceled,2016-08-27,2017-06-16
10066,Resort Hotel,1,238,2017,2,6,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,54.0,0,0,Canceled,2016-12-15,2017-02-10
97559,City Hotel,0,291,2016,9,39,21,0,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,1,No Deposit,3.0,,44,Transient-Party,91.0,0,0,Check-Out,2016-09-22,2016-09-21
63196,City Hotel,1,573,2017,2,5,2,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0,0,Canceled,2015-10-21,2017-02-02
3075,Resort Hotel,0,3,2015,11,46,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,78.0,0,1,Check-Out,2015-11-14,2015-11-13
70495,City Hotel,1,150,2017,6,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0,Canceled,2017-01-18,2017-06-17
14888,Resort Hotel,1,265,2015,9,39,24,1,3,2,0.0,0,HB,BEL,Groups,Corporate,0,14,0,A,A,0,Non Refund,183.0,,0,Transient,89.2,0,0,Canceled,2015-04-02,2015-09-24
1387,Resort Hotel,0,30,2015,8,35,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,G,0,No Deposit,250.0,,0,Transient,115.0,0,3,Check-Out,2015-08-29,2015-08-28
98347,City Hotel,0,20,2016,9,39,24,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,101.2,0,0,Check-Out,2016-09-28,2016-09-24
103557,City Hotel,0,15,2016,12,53,27,0,1,1,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,220.0,,0,Transient-Party,60.0,0,0,Check-Out,2016-12-28,2016-12-27
108002,City Hotel,0,59,2017,3,12,19,2,0,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,1,Check-Out,2017-03-21,2017-03-19
74512,City Hotel,1,325,2015,9,37,7,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-09-07
59778,City Hotel,1,166,2016,11,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13,2016-11-01
75609,City Hotel,1,281,2015,7,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,2015-07-25
66753,City Hotel,1,106,2017,4,17,24,1,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.35,0,0,Canceled,2017-01-24,2017-04-24
85582,City Hotel,0,13,2016,3,12,13,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,63.58,0,0,Check-Out,2016-03-18,2016-03-13
93244,City Hotel,0,141,2016,7,29,12,2,5,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,22.0,,0,Transient,96.9,0,1,Check-Out,2016-07-19,2016-07-12
46229,City Hotel,0,8,2015,12,52,26,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,77.35,0,1,Check-Out,2015-12-31,2015-12-26
44450,City Hotel,1,97,2015,10,41,5,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0,Canceled,2015-07-03,2015-10-05
67834,City Hotel,1,88,2017,5,19,8,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,120.0,0,0,Canceled,2017-02-09,2017-05-08
59860,City Hotel,1,304,2016,11,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016-02-01,2016-11-03
70753,City Hotel,1,13,2017,6,25,22,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,465.0,0,Transient,95.0,0,2,No-Show,2017-06-22,2017-06-22
65012,City Hotel,1,20,2017,3,12,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,98.0,0,0,Canceled,2017-03-15,2017-03-22
18691,Resort Hotel,0,1,2015,11,48,24,0,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,25.0,0,0,Check-Out,2015-11-27,2015-11-24
38270,Resort Hotel,0,166,2017,7,27,7,2,5,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,151.19,0,0,Check-Out,2017-07-14,2017-07-07
16331,Resort Hotel,0,125,2015,8,34,19,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,134.0,1,0,Check-Out,2015-08-24,2015-08-19
30859,Resort Hotel,0,17,2017,2,6,6,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,,490.0,0,Transient,36.0,0,0,Check-Out,2017-02-07,2017-02-06
46951,City Hotel,1,1,2016,1,5,29,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0,Canceled,2016-01-29,2016-01-29
41626,City Hotel,0,5,2015,8,34,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.0,0,2,Check-Out,2015-08-21,2015-08-20
23442,Resort Hotel,0,32,2016,4,17,19,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,0,Transient-Party,80.81,0,0,Check-Out,2016-04-26,2016-04-19
80241,City Hotel,0,2,2016,10,40,1,0,1,2,2.0,0,BB,PRT,Direct,Direct,1,0,1,F,F,0,No Deposit,,,0,Transient,85.0,0,1,Check-Out,2016-10-02,2016-10-01
95802,City Hotel,0,90,2016,8,36,28,1,0,2,0.0,0,BB,CN,Direct,Direct,0,0,1,E,E,1,No Deposit,14.0,,0,Group,159.3,0,0,Check-Out,2016-08-29,2016-08-28
117865,City Hotel,0,153,2017,8,32,7,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.1,0,3,Check-Out,2017-08-11,2017-08-07
83315,City Hotel,0,59,2016,1,5,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-01-29,2016-01-28
55694,City Hotel,1,22,2016,8,34,19,0,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,288.0,0,2,Canceled,2016-08-02,2016-08-19
4916,Resort Hotel,1,65,2016,4,15,8,2,5,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,2016-03-28,2016-04-08
29840,Resort Hotel,0,28,2016,10,45,31,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,57.0,,0,Transient,32.31,0,0,Check-Out,2016-11-07,2016-10-31
7075,Resort Hotel,1,174,2016,7,30,19,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.0,0,1,Canceled,2016-02-24,2016-07-19
1342,Resort Hotel,1,71,2015,8,35,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,0,Canceled,2015-08-04,2015-08-25
69891,City Hotel,1,158,2017,6,23,8,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,193.5,0,1,Canceled,2017-01-03,2017-06-08
16727,Resort Hotel,0,244,2015,9,36,2,2,5,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,0.0,0,0,Check-Out,2015-09-09,2015-09-02
67882,City Hotel,1,5,2017,5,19,9,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0,0,Canceled,2017-05-05,2017-05-09
24305,Resort Hotel,0,0,2016,5,21,16,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,195.0,0,Transient,39.0,0,0,Check-Out,2016-05-17,2016-05-16
64238,City Hotel,1,25,2017,3,9,2,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2017-02-05,2017-03-02
102268,City Hotel,0,191,2016,11,48,25,0,1,3,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,114.3,0,0,Check-Out,2016-11-26,2016-11-25
96831,City Hotel,0,83,2016,9,37,7,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,2,Check-Out,2016-09-09,2016-09-07
40045,Resort Hotel,0,210,2017,8,34,25,4,10,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,,0,Transient,103.7,0,0,Check-Out,2017-09-08,2017-08-25
35819,Resort Hotel,0,3,2017,4,17,29,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,97.0,1,0,Check-Out,2017-05-02,2017-04-29
54081,City Hotel,1,245,2016,7,28,6,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0,Canceled,2016-02-23,2016-07-06
78304,City Hotel,0,12,2015,10,41,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-08,2015-10-07
116004,City Hotel,0,0,2017,7,28,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-07-14,2017-07-13
54420,City Hotel,1,210,2016,7,29,15,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016-03-16,2016-07-15
82311,City Hotel,1,105,2015,12,53,31,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,76.5,0,1,Canceled,2015-12-28,2015-12-31
4928,Resort Hotel,1,121,2016,4,15,9,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,72.0,0,0,Canceled,2016-01-14,2016-04-09
55766,City Hotel,1,92,2016,8,34,20,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.1,0,1,Canceled,2016-07-14,2016-08-20
110429,City Hotel,0,79,2017,4,17,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.75,0,1,Check-Out,2017-04-28,2017-04-24
90428,City Hotel,0,191,2016,6,23,3,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,132.0,0,0,Check-Out,2016-06-06,2016-06-03
5161,Resort Hotel,0,162,2016,4,17,19,0,3,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,78.56,0,0,Check-Out,2016-04-22,2016-04-19
71759,City Hotel,1,214,2017,7,28,11,2,6,2,0.0,0,HB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,1,Canceled,2017-04-20,2017-07-11
7842,Resort Hotel,1,52,2016,8,36,29,2,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,247.57,0,0,Canceled,2016-07-08,2016-08-29
11709,Resort Hotel,1,231,2017,5,21,26,2,4,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,122.4,0,1,Canceled,2016-10-09,2017-05-26
74928,City Hotel,1,136,2015,7,29,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,60.0,0,0,Canceled,2015-05-29,2015-07-17
10045,Resort Hotel,1,238,2017,2,6,10,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,155.0,,0,Transient,47.0,0,0,Canceled,2016-12-15,2017-02-10
61972,City Hotel,1,16,2016,12,53,29,1,3,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2016-12-21,2016-12-29
43528,City Hotel,1,75,2015,9,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-09-09,2015-09-19
95451,City Hotel,0,12,2016,8,34,19,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,220.0,0,0,Check-Out,2016-08-20,2016-08-19
81153,City Hotel,0,22,2015,12,49,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,140.0,0,Transient-Party,95.0,0,0,Check-Out,2015-12-04,2015-12-02
11206,Resort Hotel,1,109,2017,4,17,29,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-03-26,2017-04-29
27302,Resort Hotel,0,208,2016,8,35,21,2,3,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,150.8,0,2,Check-Out,2016-08-26,2016-08-21
70019,City Hotel,1,169,2017,6,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0,Canceled,2016-12-21,2017-06-08
97282,City Hotel,0,346,2016,9,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-09-15,2016-09-13
107681,City Hotel,0,112,2017,3,11,13,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,3,Check-Out,2017-03-17,2017-03-13
3547,Resort Hotel,0,131,2015,12,52,22,2,5,1,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient-Party,42.57,0,0,Check-Out,2015-12-29,2015-12-22
68154,City Hotel,1,309,2017,5,19,13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,276.0,,0,Transient-Party,89.1,0,0,Canceled,2016-09-12,2017-05-13
17238,Resort Hotel,0,74,2015,9,40,28,1,3,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,,0,Transient,52.67,0,1,Check-Out,2015-10-02,2015-09-28
88126,City Hotel,0,65,2016,4,18,27,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,80.75,0,0,Check-Out,2016-05-01,2016-04-27
116970,City Hotel,0,67,2017,7,30,24,1,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.05,0,1,Check-Out,2017-07-28,2017-07-24
42931,City Hotel,0,48,2015,9,37,11,0,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39.0,,48,Transient-Party,80.0,0,0,Check-Out,2015-09-12,2015-09-11
24060,Resort Hotel,0,108,2016,5,19,5,2,5,2,0.0,0,HB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,62.37,0,1,Check-Out,2016-05-12,2016-05-05
116359,City Hotel,0,246,2017,7,29,18,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,82.47,0,1,Check-Out,2017-07-19,2017-07-18
79109,City Hotel,0,31,2015,10,43,19,1,2,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,22.0,,0,Transient,69.3,0,0,Check-Out,2015-10-22,2015-10-19
12941,Resort Hotel,1,88,2017,7,30,24,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,237.0,0,1,Canceled,2017-04-30,2017-07-24
70114,City Hotel,1,51,2017,6,23,9,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,78.0,0,5,Canceled,2017-05-09,2017-06-09
22431,Resort Hotel,0,126,2016,3,13,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,1,2,Check-Out,2016-03-25,2016-03-23
83216,City Hotel,0,1,2016,1,5,24,1,0,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0,Check-Out,2016-01-25,2016-01-24
27021,Resort Hotel,0,190,2016,8,33,11,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,,0,Contract,110.7,0,1,Check-Out,2016-08-18,2016-08-11
28761,Resort Hotel,0,131,2016,10,42,9,2,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2016-10-11,2016-10-09
42568,City Hotel,0,0,2015,9,37,7,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-09-10,2015-09-07
7616,Resort Hotel,1,195,2016,8,34,16,2,8,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,261.0,,0,Transient,124.2,0,0,Canceled,2016-06-22,2016-08-16
85707,City Hotel,0,115,2016,3,12,18,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-03-20,2016-03-18
101431,City Hotel,0,19,2016,11,46,10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,165.0,0,1,Check-Out,2016-11-12,2016-11-10
86069,City Hotel,0,3,2016,3,13,25,0,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-03-27,2016-03-25
45481,City Hotel,1,99,2015,10,44,30,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,65.0,0,0,Canceled,2015-10-12,2015-10-30
53622,City Hotel,1,172,2016,6,27,26,2,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Canceled,2016-01-06,2016-06-26
95771,City Hotel,0,11,2016,8,34,20,2,2,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,120.12,0,1,Check-Out,2016-08-24,2016-08-20
90569,City Hotel,0,247,2016,6,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08,2016-06-06
45429,City Hotel,0,72,2015,10,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31,2015-10-28
53505,City Hotel,1,26,2016,6,26,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,0,Canceled,2016-06-15,2016-06-23
35212,Resort Hotel,0,5,2017,4,15,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,130.0,0,1,Check-Out,2017-04-16,2017-04-14
116522,City Hotel,0,50,2017,7,29,17,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-07-21,2017-07-17
12202,Resort Hotel,1,250,2017,6,24,17,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,56.7,0,0,Canceled,2016-12-20,2017-06-17
364,Resort Hotel,1,60,2015,7,29,13,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,79.5,0,0,Canceled,2015-06-24,2015-07-13
69217,City Hotel,1,145,2017,5,21,27,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,165.75,0,0,Canceled,2017-01-02,2017-05-27
52074,City Hotel,1,56,2016,5,23,30,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,0,Canceled,2016-05-27,2016-05-30
