,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
51928,City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29
119245,City Hotel,0,213,2017,August,35,28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,2017-09-01
92467,City Hotel,0,92,2016,July,28,4,1,2,1,1.0,0,BB,IRL,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient-Party,104.52,0,0,Check-Out,2016-07-07
11175,Resort Hotel,1,63,2017,April,17,26,2,5,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,155.0,0,0,Canceled,2017-03-20
16723,Resort Hotel,0,244,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,57.0,0,0,Check-Out,2015-09-09
12299,Resort Hotel,1,227,2017,June,25,23,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,180.0,0,2,Canceled,2016-11-11
7323,Resort Hotel,1,208,2016,August,32,2,4,12,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,141.1,0,0,Canceled,2016-01-11
20811,Resort Hotel,0,0,2016,February,7,9,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,58.0,0,2,Check-Out,2016-02-10
87791,City Hotel,0,44,2016,April,17,23,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient-Party,95.0,0,1,Check-Out,2016-04-26
80464,City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17
95509,City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20
19591,Resort Hotel,0,37,2015,December,53,27,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.0,0,1,Check-Out,2015-12-28
824,Resort Hotel,1,83,2015,July,31,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1,Canceled,2015-06-16
47147,City Hotel,0,39,2016,February,7,10,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.28,0,1,Check-Out,2016-02-13
108883,City Hotel,0,99,2017,March,13,31,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.4,0,1,Check-Out,2017-04-03
79937,City Hotel,0,0,2015,November,45,6,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,1,Check-Out,2015-11-07
72188,City Hotel,1,240,2017,July,30,23,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
113215,City Hotel,0,4,2017,June,22,2,0,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,141.0,,0,Transient,144.0,0,3,Check-Out,2017-06-04
99643,City Hotel,0,377,2016,October,42,14,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-10-16
101603,City Hotel,0,74,2016,November,47,13,2,0,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2016-11-15
43959,City Hotel,1,88,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09
66529,City Hotel,1,135,2017,April,16,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-12-07
78045,City Hotel,0,8,2015,September,40,29,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-02
104684,City Hotel,0,2,2017,January,3,18,0,2,1,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,171.0,,0,Transient-Party,65.0,0,0,Check-Out,2017-01-20
103099,City Hotel,0,18,2016,December,51,11,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,378.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-12-12
71147,City Hotel,1,215,2017,June,26,28,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
69219,City Hotel,1,168,2017,May,21,27,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,198.0,0,0,Canceled,2016-12-11
13923,Resort Hotel,0,1,2016,November,46,8,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,5,A,C,0,No Deposit,,103.0,0,Transient,30.0,0,0,Check-Out,2016-11-10
101818,City Hotel,0,0,2016,November,47,14,1,4,1,0.0,0,BB,AGO,Corporate,Corporate,0,0,0,A,D,3,No Deposit,,372.0,0,Transient,95.0,0,2,Check-Out,2016-11-19
106271,City Hotel,0,7,2017,February,8,23,0,1,1,0.0,0,BB,BEL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,98.0,0,0,Check-Out,2017-02-24
39293,Resort Hotel,0,184,2017,August,32,9,1,4,2,1.0,0,HB,HUN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,170.57,0,2,Check-Out,2017-08-14
23838,Resort Hotel,0,13,2016,June,26,20,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240.0,,0,Transient-Party,99.0,0,1,Check-Out,2016-06-21
20911,Resort Hotel,0,0,2016,February,7,13,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.0,1,0,Check-Out,2016-02-14
46029,City Hotel,1,198,2015,December,49,5,2,1,1,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2015-10-23
76918,City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21
63132,City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0,Canceled,2016-12-07
54173,City Hotel,1,155,2016,July,28,7,1,3,2,1.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,173.25,0,2,Canceled,2016-07-03
92758,City Hotel,0,110,2016,July,28,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1,Check-Out,2016-07-11
113561,City Hotel,0,44,2017,June,23,7,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-06-09
73473,City Hotel,1,51,2017,August,34,23,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,129.0,0,1,Canceled,2017-08-06
118459,City Hotel,0,85,2017,August,33,18,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,0,Check-Out,2017-08-20
109217,City Hotel,0,72,2017,April,14,4,0,5,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,2,Check-Out,2017-04-09
81557,City Hotel,1,223,2016,June,25,14,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133.0,,40,Transient,135.0,0,0,Canceled,2015-12-14
41533,City Hotel,0,46,2015,August,34,17,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19
76552,City Hotel,1,199,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0,Canceled,2015-07-23
104120,City Hotel,0,44,2017,January,1,3,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,106.07,0,1,Check-Out,2017-01-06
55949,City Hotel,1,412,2016,August,35,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
115241,City Hotel,0,152,2017,June,26,29,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,147.06,0,1,Check-Out,2017-07-04
21394,Resort Hotel,0,23,2016,February,9,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2016-02-28
41384,City Hotel,1,40,2015,August,33,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-08-06
15838,Resort Hotel,0,143,2015,July,31,30,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,0,1,Check-Out,2015-08-04
16966,Resort Hotel,0,35,2015,September,38,18,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,240.0,,0,Transient,114.0,0,2,Check-Out,2015-09-19
41156,City Hotel,0,16,2015,August,33,13,2,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,50.4,0,0,Check-Out,2015-08-18
110909,City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,GDS,0,0,0,D,D,0,No Deposit,195.0,,0,Transient,175.0,0,0,Check-Out,2017-05-04
106309,City Hotel,0,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,1,Check-Out,2017-02-24
3819,Resort Hotel,1,284,2016,January,3,12,8,20,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,26.1,0,0,Canceled,2015-09-12
25964,Resort Hotel,0,0,2016,July,29,16,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,157.0,1,0,Check-Out,2016-07-17
51505,City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016-03-18
83589,City Hotel,0,9,2016,February,6,5,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,66.0,0,0,Check-Out,2016-02-08
54261,City Hotel,1,49,2016,July,29,11,1,0,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.15,0,0,Canceled,2016-06-20
45606,City Hotel,1,79,2015,November,46,13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60.0,,69,Transient,75.0,0,0,Canceled,2015-11-03
92912,City Hotel,0,128,2016,July,29,11,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,2,No Deposit,9.0,,0,Transient-Party,97.43,0,1,Check-Out,2016-07-14
8791,Resort Hotel,0,342,2016,October,42,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,E,F,0,No Deposit,273.0,,125,Transient-Party,80.81,0,0,Check-Out,2016-10-21
15441,Resort Hotel,0,108,2015,July,28,11,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,196.0,0,1,Check-Out,2015-07-17
116580,City Hotel,0,86,2017,July,29,20,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,190.0,0,2,Check-Out,2017-07-22
69103,City Hotel,1,254,2017,May,21,25,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Canceled,2016-12-19
5115,Resort Hotel,0,185,2016,April,17,18,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,298.0,,0,Transient-Party,87.0,0,0,Check-Out,2016-04-20
22931,Resort Hotel,0,1,2016,April,15,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,75.0,0,2,Check-Out,2016-04-10
96670,City Hotel,0,133,2016,September,37,4,2,0,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,97.92,0,0,Check-Out,2016-09-06
43938,City Hotel,1,88,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09
5581,Resort Hotel,1,68,2016,May,19,2,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71.0,,0,Transient,58.0,0,1,Canceled,2016-03-04
37248,Resort Hotel,0,58,2017,June,23,9,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,76.0,0,2,Check-Out,2017-06-11
4043,Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
77516,City Hotel,0,3,2016,March,12,13,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient-Party,67.0,1,0,Check-Out,2016-03-16
32867,Resort Hotel,0,10,2017,February,6,6,1,1,3,0.0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,,507.0,0,Transient-Party,120.0,0,0,Check-Out,2017-02-08
22322,Resort Hotel,0,12,2016,March,12,19,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2016-03-23
50884,City Hotel,1,68,2016,May,20,10,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-03-03
92686,City Hotel,0,151,2016,July,28,6,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.7,0,1,Check-Out,2016-07-11
47516,City Hotel,1,34,2016,February,9,25,0,3,2,0.0,0,SC,SRB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.7,0,1,Canceled,2016-01-29
114973,City Hotel,0,121,2017,June,26,27,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,100.0,0,0,Check-Out,2017-06-30
18176,Resort Hotel,0,0,2015,November,46,10,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,51.0,0,0,Check-Out,2015-11-11
58586,City Hotel,1,37,2016,October,42,13,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,95.0,0,0,Canceled,2016-09-06
53785,City Hotel,1,358,2016,June,27,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
40782,City Hotel,1,36,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-31
81528,City Hotel,0,11,2015,December,50,11,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0,Check-Out,2015-12-14
45646,City Hotel,0,140,2015,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,87,Transient-Party,65.0,0,1,Check-Out,2015-11-21
56349,City Hotel,1,420,2016,September,36,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35.0,,0,Transient,75.0,0,0,Canceled,2015-10-12
74558,City Hotel,1,346,2015,September,40,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
29675,Resort Hotel,0,54,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,60.71,0,0,Check-Out,2016-11-03
62779,City Hotel,1,40,2017,January,4,22,1,0,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Canceled,2016-12-29
23428,Resort Hotel,0,85,2016,April,17,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,76.0,0,2,Check-Out,2016-04-25
68645,City Hotel,1,175,2017,May,20,19,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,110.0,0,0,Canceled,2016-11-25
117328,City Hotel,0,177,2017,August,31,1,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,1,Check-Out,2017-08-02
109560,City Hotel,0,39,2017,April,15,11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Check-Out,2017-04-14
117553,City Hotel,0,2,2017,August,31,5,0,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,234.0,0,1,Check-Out,2017-08-06
77547,City Hotel,1,21,2015,September,40,30,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-22
14038,Resort Hotel,0,126,2016,July,28,5,19,50,1,0.0,0,HB,,Direct,Direct,0,0,1,E,E,2,No Deposit,,,0,Transient,110.0,0,3,Check-Out,2016-09-12
1283,Resort Hotel,1,112,2015,August,34,22,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,178.0,0,2,Canceled,2015-06-02
2761,Resort Hotel,0,45,2015,October,44,30,1,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,,0,Transient,54.0,0,1,Check-Out,2015-11-02
9240,Resort Hotel,1,23,2016,November,45,5,1,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,0.0,0,0,Canceled,2016-11-04
36786,Resort Hotel,0,307,2017,May,21,22,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Transient,93.81,0,0,Check-Out,2017-05-29
53137,City Hotel,1,344,2016,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
100560,City Hotel,0,2,2017,May,19,7,2,1,1,0.0,0,BB,BEL,Aviation,Corporate,1,0,1,E,E,1,No Deposit,,153.0,0,Transient,125.0,0,0,Check-Out,2017-05-10
9356,Resort Hotel,1,37,2016,November,47,17,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,1,Canceled,2016-10-21
32005,Resort Hotel,0,0,2017,January,2,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,E,E,1,No Deposit,,,0,Transient,67.0,1,0,Check-Out,2017-01-15
57900,City Hotel,1,96,2016,October,41,3,1,1,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,3,Canceled,2016-08-27
88149,City Hotel,0,127,2016,April,18,28,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-05-02
12906,Resort Hotel,1,26,2017,July,29,22,2,6,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,205.0,0,0,Canceled,2017-07-07
113486,City Hotel,0,75,2017,June,23,5,1,2,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,198.0,0,1,Check-Out,2017-06-08
98320,City Hotel,0,11,2016,September,40,25,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,1,Check-Out,2016-09-28
46305,City Hotel,0,159,2015,December,53,29,0,4,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,111,Transient-Party,70.5,0,0,Check-Out,2016-01-02
74405,City Hotel,1,290,2015,August,32,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
92362,City Hotel,0,25,2016,July,27,1,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,72.25,0,0,Check-Out,2016-07-05
65051,City Hotel,1,622,2017,March,12,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
27247,Resort Hotel,0,85,2016,August,34,19,2,3,1,1.0,0,FB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,,0,Transient,283.0,0,0,Check-Out,2016-08-24
48166,City Hotel,1,91,2016,March,12,18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,20,Transient,75.0,0,0,Canceled,2016-02-03
27078,Resort Hotel,0,1,2016,August,34,18,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,199.43,0,1,Check-Out,2016-08-19
42481,City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08
76839,City Hotel,0,189,2015,August,33,11,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,3,Check-Out,2015-08-15
78676,City Hotel,1,12,2015,October,44,25,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,37.0,,0,Transient-Party,111.0,0,0,Canceled,2015-10-14
79880,City Hotel,1,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Canceled,2015-11-06
12520,Resort Hotel,1,133,2017,July,27,3,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,140.0,0,1,Canceled,2017-05-08
102910,City Hotel,0,0,2016,December,50,5,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.89,0,1,Check-Out,2016-12-09
81413,City Hotel,0,9,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0,Check-Out,2015-12-11
40772,City Hotel,0,0,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,1,Check-Out,2015-08-09
73306,City Hotel,1,121,2017,August,33,18,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0,Canceled,2017-08-05
18109,Resort Hotel,0,1,2015,November,45,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,88.0,0,Transient,35.0,0,0,Check-Out,2015-11-05
20261,Resort Hotel,0,61,2016,January,4,19,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,65.4,1,1,Check-Out,2016-01-22
113510,City Hotel,0,28,2017,June,23,5,1,2,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.33,0,0,Check-Out,2017-06-08
49884,City Hotel,1,270,2016,April,17,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,62.8,0,0,Canceled,2016-01-28
35085,Resort Hotel,0,58,2017,April,15,12,0,1,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,80.0,0,2,Check-Out,2017-04-13
44642,City Hotel,1,48,2015,October,41,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,87.3,0,0,Canceled,2015-09-01
21210,Resort Hotel,0,0,2016,February,8,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,45.0,0,0,Check-Out,2016-02-21
